brand,model_year,mileage_km,engine_size_l,transmission,fuel_type,num_owners,condition_score,price
Chevrolet,2006,94110,3.5,Manual,Electric,3,5,13989
Ford,2021,228510,3.3,Manual,Gasoline,4,9,12537
BMW,2003,7810,2.5,Manual,Electric,2,7,14666
Hyundai,2012,195932,1.1,Automatic,Diesel,2,8,4280
Honda,2012,213271,1.5,Manual,Electric,3,2,7118
BMW,2009,76688,4.0,Manual,Diesel,3,5,14601
Honda,2017,70548,2.9,Automatic,Electric,3,9,21496
Chevrolet,2016,198435,1.6,Automatic,Gasoline,4,1,9310
Ford,2019,16162,2.1,Manual,Electric,3,1,20699
Toyota,2019,92858,4.8,Automatic,Electric,3,10,17516
Ford,2012,78535,2.5,Manual,Electric,4,8,14507
BMW,2016,143291,4.6,Automatic,Electric,2,2,16427
Honda,2021,75864,2.2,Manual,Gasoline,2,9,17613
Honda,2003,139693,3.2,Automatic,Diesel,1,10,5791
Hyundai,2000,123371,1.1,Automatic,Electric,2,9,8349
Honda,2000,94792,3.1,Automatic,Electric,3,4,6705
Hyundai,2014,180505,3.5,Automatic,Electric,2,2,11984
Chevrolet,2012,212922,1.9,Manual,Gasoline,4,3,5098
Toyota,2016,71188,3.3,Manual,Diesel,2,10,16364
BMW,2007,191023,3.6,Automatic,Diesel,2,1,5903
Hyundai,2017,86718,3.7,Manual,Electric,1,3,17810
Toyota,2012,243188,4.1,Automatic,Electric,1,5,9276
Honda,2022,41558,2.2,Automatic,Diesel,3,3,18800
Honda,2013,133938,3.3,Manual,Electric,4,3,14144
Toyota,2007,151731,4.9,Manual,Electric,3,10,10590
Honda,2007,39413,4.6,Manual,Electric,4,6,14877
Chevrolet,2014,15435,4.8,Manual,Gasoline,4,3,20947
Chevrolet,2012,189983,2.5,Manual,Gasoline,1,3,10659
Toyota,2006,33067,4.1,Manual,Diesel,2,9,15877
Hyundai,2004,92794,3.5,Manual,Gasoline,2,2,8107
Hyundai,2016,98823,1.3,Automatic,Gasoline,1,1,13251
Toyota,2015,74224,4.3,Manual,Diesel,3,10,18713
Hyundai,2022,209297,3.7,Automatic,Gasoline,2,8,12348
Hyundai,2001,6379,1.8,Manual,Diesel,3,3,11342
Chevrolet,2021,107547,1.3,Manual,Electric,2,7,14186
Hyundai,2017,113541,4.3,Automatic,Diesel,3,2,17091
Ford,2016,163696,1.3,Automatic,Diesel,4,8,13344
BMW,2006,227572,1.4,Automatic,Diesel,4,9,2259
Honda,2012,224499,2.7,Automatic,Electric,2,8,8265
Ford,2017,119634,1.5,Manual,Electric,3,8,15368
Hyundai,2013,133701,4.7,Manual,Electric,3,8,12956
Chevrolet,2017,62745,2.9,Automatic,Diesel,4,7,18309
Toyota,2012,187877,3.3,Automatic,Diesel,3,2,10883
Hyundai,2010,108915,4.7,Manual,Diesel,1,8,16827
Chevrolet,2020,148588,3.1,Manual,Diesel,3,5,14114
BMW,2020,215494,2.4,Automatic,Diesel,4,6,8471
Hyundai,2015,221915,4.2,Manual,Diesel,1,4,10671
Toyota,2022,134560,2.8,Manual,Diesel,1,1,16129
Chevrolet,2016,160915,2.3,Automatic,Gasoline,3,5,11314
Chevrolet,2007,248092,3.9,Automatic,Electric,4,3,2756
Chevrolet,2018,141984,4.2,Automatic,Gasoline,4,9,17269
BMW,2019,157586,4.2,Automatic,Electric,4,4,13543
Hyundai,2014,223431,4.9,Manual,Diesel,1,10,8877
BMW,2008,193104,4.1,Automatic,Gasoline,4,2,6880
Honda,2019,164869,4.1,Manual,Diesel,1,4,16114
Honda,2009,142521,4.4,Manual,Gasoline,1,3,7861
Hyundai,2011,137797,1.0,Manual,Gasoline,2,3,6380
BMW,2020,86406,2.4,Manual,Diesel,3,5,15440
Toyota,2022,14304,4.0,Automatic,Gasoline,4,1,26851
Chevrolet,2019,209130,3.4,Manual,Gasoline,1,5,12008
Chevrolet,2000,130555,1.7,Automatic,Electric,3,8,2386
Hyundai,2019,149735,2.2,Manual,Diesel,1,10,13451
Honda,2008,75320,2.3,Automatic,Diesel,3,9,13480
Honda,2021,211080,3.3,Manual,Gasoline,1,1,15845
Chevrolet,2014,99488,4.3,Manual,Diesel,4,2,11948
Hyundai,2000,80591,4.7,Automatic,Electric,2,2,7221
BMW,2011,100044,4.0,Automatic,Electric,2,6,12921
Honda,2002,148748,4.4,Automatic,Diesel,2,1,5956
BMW,2010,30192,2.9,Automatic,Diesel,1,1,14352
Honda,2001,160794,2.6,Manual,Electric,3,2,3535
Honda,2015,143518,2.6,Manual,Diesel,4,4,15881
Ford,2008,124304,3.5,Manual,Gasoline,4,2,7453
Honda,2014,140797,1.5,Manual,Diesel,1,4,10679
Toyota,2011,221669,3.3,Manual,Gasoline,2,3,7638
Hyundai,2000,249145,3.7,Automatic,Electric,1,3,-2860
Hyundai,2012,93207,2.8,Automatic,Diesel,3,9,16408
BMW,2013,193704,4.8,Manual,Electric,2,8,10601
Honda,2007,203017,3.4,Automatic,Diesel,1,10,4081
Toyota,2007,78741,1.9,Manual,Gasoline,3,9,13956
BMW,2011,21365,2.9,Manual,Diesel,2,1,17294
Ford,2000,70792,3.7,Automatic,Electric,4,5,8075
BMW,2010,200929,2.3,Manual,Gasoline,3,4,7603
BMW,2007,151776,1.3,Automatic,Diesel,4,9,7386
Honda,2009,55575,3.3,Manual,Electric,3,3,10748
Ford,2018,165974,4.8,Automatic,Electric,2,5,11623
BMW,2010,124641,2.9,Manual,Diesel,1,8,11641
Toyota,2006,237366,4.6,Manual,Electric,1,10,1688
Toyota,2010,137267,4.3,Automatic,Gasoline,1,5,13447
Hyundai,2016,58517,1.6,Manual,Diesel,1,9,13312
Ford,2000,39012,3.8,Manual,Gasoline,3,2,12390
Ford,2020,147487,2.7,Automatic,Electric,1,6,17272
Hyundai,2020,175606,2.0,Automatic,Electric,1,5,13199
BMW,2007,26686,3.7,Automatic,Electric,3,9,7888
Ford,2022,213270,4.0,Manual,Gasoline,3,7,15777
Toyota,2005,164815,1.7,Automatic,Electric,2,8,4386
Toyota,2021,37161,4.7,Automatic,Diesel,3,7,22426
Honda,2017,197385,4.0,Automatic,Diesel,4,10,10644
Ford,2005,244689,4.7,Manual,Electric,2,10,7829
BMW,2004,7402,2.3,Automatic,Diesel,2,5,13284
Hyundai,2012,68190,4.8,Manual,Gasoline,1,5,15578
Hyundai,2018,188623,2.5,Manual,Gasoline,1,4,13647
BMW,2021,18275,1.2,Automatic,Electric,4,2,21245
Chevrolet,2007,164254,4.1,Manual,Diesel,1,9,6522
Honda,2008,19915,3.8,Manual,Diesel,3,10,16972
Hyundai,2016,5909,3.4,Manual,Electric,3,10,21045
Ford,2002,119110,3.0,Manual,Gasoline,1,10,4600
Honda,2018,70908,1.1,Manual,Electric,1,10,17708
Ford,2010,132337,3.5,Automatic,Diesel,3,3,10625
Toyota,2016,27620,2.7,Automatic,Diesel,2,3,22421
Honda,2020,39112,3.2,Automatic,Electric,4,3,22863
Hyundai,2018,210123,2.7,Manual,Gasoline,4,8,10938
Honda,2001,7431,4.9,Automatic,Gasoline,2,6,13953
Honda,2007,91590,3.4,Manual,Electric,4,1,6831
Honda,2018,67175,4.0,Manual,Diesel,1,3,20125
Chevrolet,2006,122472,4.7,Manual,Gasoline,1,4,10339
Honda,2016,37624,3.4,Manual,Electric,1,2,17283
Ford,2005,212193,1.0,Automatic,Diesel,4,6,2033
Toyota,2018,66264,1.1,Manual,Gasoline,2,10,19392
BMW,2005,118766,3.8,Automatic,Gasoline,1,1,11690
Honda,2001,168030,2.1,Automatic,Electric,2,1,5522
Hyundai,2005,137767,3.3,Manual,Diesel,3,8,6135
Honda,2022,105211,1.8,Automatic,Gasoline,3,4,19598
Hyundai,2004,124502,2.1,Automatic,Electric,3,1,5494
Ford,2018,186004,3.0,Automatic,Gasoline,4,7,13392
Hyundai,2019,235395,4.9,Manual,Diesel,4,9,13285
BMW,2003,49225,3.5,Manual,Gasoline,1,10,11756
Toyota,2021,137475,4.7,Manual,Diesel,3,7,17954
Hyundai,2016,219418,4.8,Automatic,Gasoline,2,1,7142
Hyundai,2010,210463,1.8,Automatic,Gasoline,4,1,4994
Toyota,2003,174708,2.2,Manual,Electric,2,1,3093
BMW,2012,15839,4.1,Manual,Gasoline,2,8,23000
Honda,2019,201618,4.5,Automatic,Diesel,1,7,13176
Hyundai,2016,240706,3.1,Manual,Electric,1,3,6435
Toyota,2008,183901,5.0,Manual,Diesel,2,3,8835
Ford,2003,145302,1.0,Automatic,Diesel,2,3,2691
Toyota,2022,56977,2.2,Automatic,Electric,2,2,16213
Ford,2013,176304,3.5,Manual,Diesel,2,4,10908
BMW,2018,118050,2.9,Manual,Gasoline,3,7,15212
Honda,2002,237379,1.5,Manual,Electric,2,9,2017
Toyota,2013,230864,2.5,Manual,Gasoline,4,3,9168
Chevrolet,2007,30651,1.1,Automatic,Gasoline,1,10,16346
Hyundai,2000,102919,3.6,Manual,Diesel,4,7,8113
BMW,2009,44963,4.6,Manual,Diesel,1,4,17134
Toyota,2017,191944,4.5,Automatic,Gasoline,1,1,12565
Hyundai,2015,122776,3.8,Automatic,Electric,1,5,9522
Toyota,2007,84198,2.9,Automatic,Gasoline,4,8,13962
Ford,2000,149811,3.0,Automatic,Gasoline,1,3,5401
Toyota,2011,135697,1.5,Automatic,Diesel,2,10,10833
Chevrolet,2007,68294,2.4,Automatic,Diesel,2,4,10360
Toyota,2015,184428,1.8,Automatic,Gasoline,3,3,7592
Toyota,2017,6789,4.3,Manual,Gasoline,3,10,21824
Chevrolet,2003,155492,4.7,Manual,Diesel,3,8,8841
BMW,2005,94297,3.1,Automatic,Gasoline,2,10,6480
Toyota,2011,241974,3.9,Manual,Diesel,4,8,7005
Chevrolet,2008,173678,1.5,Manual,Gasoline,3,4,9093
Hyundai,2014,174712,3.4,Automatic,Electric,2,2,10101
Ford,2015,123341,3.8,Automatic,Electric,1,3,9973
Ford,2011,49135,2.8,Automatic,Gasoline,4,3,14265
Toyota,2022,42067,2.0,Automatic,Diesel,4,4,20386
BMW,2013,194492,4.5,Automatic,Gasoline,2,2,10727
BMW,2012,22357,4.0,Manual,Gasoline,2,2,17891
Hyundai,2001,175923,4.6,Manual,Diesel,1,3,8976
Toyota,2002,43262,4.3,Automatic,Gasoline,1,1,12018
Ford,2021,212925,5.0,Automatic,Diesel,1,8,14537
BMW,2009,63643,1.8,Manual,Gasoline,4,6,11079
Toyota,2008,157606,1.3,Manual,Diesel,4,3,8108
BMW,2019,96270,2.3,Manual,Gasoline,3,1,18980
Chevrolet,2007,237505,1.5,Automatic,Electric,3,3,668
BMW,2009,168944,3.1,Automatic,Diesel,3,1,7535
Ford,2018,241809,3.5,Manual,Electric,4,3,4559
Honda,2002,143761,3.3,Automatic,Diesel,1,4,4338
Hyundai,2004,74103,2.0,Manual,Diesel,3,6,13333
Hyundai,2002,91268,4.6,Automatic,Diesel,1,7,9642
Ford,2015,91310,1.1,Automatic,Diesel,1,7,13688
BMW,2016,224803,2.4,Manual,Gasoline,1,9,7102
Toyota,2014,42412,3.9,Manual,Gasoline,3,8,18975
BMW,2002,52734,4.1,Automatic,Diesel,3,4,11014
Ford,2011,245706,2.7,Manual,Gasoline,1,6,5836
Hyundai,2008,92793,1.1,Automatic,Diesel,3,1,9269
BMW,2020,206002,3.5,Manual,Diesel,2,8,15386
Hyundai,2011,237910,1.3,Manual,Electric,3,6,4341
Toyota,2014,27228,1.4,Automatic,Diesel,1,2,14069
Hyundai,2001,125627,3.6,Automatic,Diesel,1,8,5846
Hyundai,2022,82924,2.2,Automatic,Gasoline,4,4,14216
Honda,2017,16319,2.4,Manual,Diesel,4,9,19734
Honda,2019,11475,2.9,Manual,Diesel,1,4,20599
Chevrolet,2011,233163,4.9,Automatic,Electric,2,1,10368
Honda,2022,219766,4.9,Manual,Gasoline,4,7,11766
Hyundai,2003,150800,2.7,Automatic,Gasoline,1,10,4764
Ford,2022,246382,2.1,Automatic,Electric,4,5,8406
Hyundai,2015,34545,2.2,Automatic,Diesel,4,10,16965
Ford,2022,101636,2.1,Automatic,Electric,1,5,14496
Ford,2015,217758,3.1,Automatic,Gasoline,3,4,8055
Honda,2000,234822,3.4,Manual,Electric,2,6,796
BMW,2021,234484,3.0,Manual,Gasoline,3,1,10473
Toyota,2001,197828,2.6,Automatic,Electric,1,3,4555
Honda,2002,204847,1.8,Manual,Diesel,1,7,1698
Honda,2020,174771,2.9,Automatic,Diesel,2,8,13354
BMW,2019,172893,2.4,Manual,Gasoline,1,9,14945
Toyota,2016,35615,3.2,Manual,Electric,4,1,18014
Hyundai,2019,18746,3.7,Automatic,Gasoline,2,4,18731
Chevrolet,2021,222529,3.5,Manual,Diesel,3,2,9418
Chevrolet,2020,158817,2.8,Automatic,Gasoline,2,2,11423
Hyundai,2000,6245,3.2,Manual,Diesel,3,1,9050
Honda,2019,122408,2.1,Automatic,Gasoline,1,5,18476
Toyota,2005,117143,1.1,Automatic,Electric,3,2,4298
Honda,2014,160925,3.5,Automatic,Diesel,3,4,11270
Ford,2013,32632,2.0,Automatic,Gasoline,3,9,16378
Honda,2019,17856,3.7,Automatic,Diesel,2,3,20753
Honda,2014,192965,4.0,Automatic,Electric,4,8,9092
Hyundai,2013,206713,4.7,Manual,Diesel,3,10,11274
Hyundai,2020,237298,4.8,Automatic,Electric,2,6,8987
Hyundai,2004,73049,1.0,Manual,Diesel,2,10,6715
Chevrolet,2005,63182,5.0,Automatic,Electric,4,5,15584
Ford,2016,138873,3.7,Manual,Diesel,2,2,11261
Hyundai,2010,233953,3.6,Automatic,Electric,1,3,8297
Toyota,2015,215503,1.1,Automatic,Gasoline,1,8,9890
Chevrolet,2011,175821,4.4,Manual,Gasoline,1,9,13314
BMW,2014,209829,1.6,Automatic,Diesel,4,7,8996
Toyota,2022,60654,4.3,Automatic,Electric,2,1,18108
Toyota,2003,207646,1.1,Automatic,Gasoline,1,6,-1758
Hyundai,2017,233639,3.6,Automatic,Diesel,3,7,7378
BMW,2020,60381,2.7,Manual,Gasoline,2,6,16876
BMW,2002,63601,1.8,Automatic,Electric,1,10,6519
Chevrolet,2021,151154,1.4,Manual,Diesel,2,2,11674
BMW,2007,150720,2.8,Automatic,Electric,1,9,9703
Ford,2022,5364,1.5,Automatic,Electric,3,3,22333
Hyundai,2002,170640,2.9,Automatic,Electric,2,6,5059
BMW,2007,215718,3.5,Automatic,Gasoline,1,6,4884
Chevrolet,2017,207566,4.3,Manual,Diesel,1,8,11585
Ford,2009,210704,3.7,Automatic,Electric,3,4,7166
Honda,2019,12436,1.3,Automatic,Gasoline,3,6,18331
Honda,2016,91713,2.2,Automatic,Electric,1,1,16169
Ford,2007,162826,2.2,Manual,Gasoline,1,9,4329
Chevrolet,2022,65194,4.7,Manual,Diesel,4,9,20286
Ford,2010,29544,4.5,Manual,Diesel,4,7,15371
Hyundai,2004,196252,2.5,Manual,Diesel,2,1,4202
Hyundai,2012,68295,1.3,Automatic,Diesel,2,3,10284
Honda,2020,148710,4.6,Automatic,Electric,4,5,14330
BMW,2022,201787,4.6,Manual,Gasoline,1,4,15259
Chevrolet,2004,74409,4.4,Automatic,Diesel,3,5,9941
Honda,2012,219178,4.4,Automatic,Electric,2,7,10317
BMW,2005,131839,2.9,Manual,Diesel,1,9,9837
BMW,2004,118759,1.7,Automatic,Diesel,3,1,5286
Hyundai,2008,22157,2.9,Manual,Diesel,3,5,15047
Toyota,2015,181637,3.0,Manual,Gasoline,1,3,14336
Toyota,2001,206068,3.0,Manual,Gasoline,1,3,3740
Ford,2000,249692,3.2,Manual,Gasoline,2,2,403
Hyundai,2007,70888,2.0,Manual,Diesel,4,6,14159
BMW,2018,192167,2.5,Manual,Electric,1,6,9064
Chevrolet,2010,69947,2.7,Automatic,Electric,4,3,15514
Toyota,2011,223194,1.5,Automatic,Electric,2,1,5151
BMW,2011,75880,2.8,Automatic,Diesel,4,7,16620
Toyota,2006,9507,4.2,Manual,Gasoline,4,2,14380
Toyota,2012,108134,4.3,Manual,Electric,3,8,16978
Toyota,2007,48988,2.6,Manual,Diesel,2,3,8966
Chevrolet,2021,103421,3.1,Automatic,Diesel,1,1,16277
Hyundai,2008,152937,1.1,Automatic,Electric,4,10,7498
Chevrolet,2006,107591,3.7,Manual,Electric,2,9,12034
Honda,2020,134614,2.6,Manual,Diesel,3,5,10682
BMW,2014,32213,2.8,Manual,Electric,3,1,14297
Hyundai,2001,192026,4.5,Manual,Diesel,4,10,2731
Hyundai,2022,62450,2.8,Manual,Electric,4,6,17906
Hyundai,2019,140549,1.1,Automatic,Gasoline,1,10,11571
Hyundai,2011,67222,1.9,Manual,Diesel,2,3,13168
Chevrolet,2000,142605,2.9,Manual,Gasoline,1,4,7622
Hyundai,2022,185467,2.7,Manual,Electric,1,8,12976
Ford,2021,159468,4.4,Manual,Diesel,3,5,19018
BMW,2007,17755,3.2,Automatic,Electric,2,6,15081
Hyundai,2004,136937,3.8,Manual,Diesel,1,10,8024
BMW,2014,147245,2.9,Manual,Electric,3,4,13528
Ford,2000,194977,2.8,Manual,Gasoline,4,6,1838
Ford,2000,174169,2.8,Automatic,Gasoline,1,3,1327
BMW,2009,38371,2.6,Manual,Electric,4,10,17333
Toyota,2021,240132,3.2,Automatic,Gasoline,2,1,10216
Honda,2009,147326,2.0,Manual,Gasoline,1,6,11815
Toyota,2020,140090,4.6,Manual,Electric,4,1,15485
Toyota,2014,10192,2.3,Manual,Diesel,4,10,15627
Chevrolet,2016,7015,1.6,Manual,Electric,2,3,16510
Toyota,2021,113154,1.4,Manual,Diesel,3,8,14200
Hyundai,2005,204988,1.1,Manual,Gasoline,3,7,2359
Chevrolet,2002,33343,2.7,Manual,Gasoline,1,8,9744
Chevrolet,2012,74306,1.8,Manual,Gasoline,4,10,11078
Ford,2015,10829,1.1,Manual,Gasoline,3,10,16912
Toyota,2007,39381,3.1,Automatic,Gasoline,1,2,13513
Ford,2014,116451,3.7,Automatic,Diesel,4,10,15200
BMW,2016,217153,1.3,Automatic,Diesel,1,7,7608
Honda,2016,23263,2.8,Automatic,Diesel,2,4,21269
Chevrolet,2021,239748,4.0,Manual,Electric,1,1,11235
BMW,2012,189332,4.9,Manual,Gasoline,2,3,5866
BMW,2016,179378,3.7,Automatic,Gasoline,4,5,12232
Hyundai,2005,227283,2.0,Automatic,Gasoline,4,10,2650
Honda,2016,63418,3.9,Automatic,Electric,4,8,19499
BMW,2015,226970,3.4,Automatic,Electric,1,2,6012
BMW,2013,5148,1.8,Manual,Electric,4,2,18865
Honda,2012,137826,4.4,Automatic,Gasoline,4,8,13342
Honda,2005,31745,2.7,Manual,Diesel,2,9,13283
BMW,2002,77914,4.8,Manual,Electric,4,10,13281
Honda,2013,247967,3.9,Manual,Electric,4,1,8920
BMW,2013,191905,3.6,Automatic,Diesel,4,2,11328
BMW,2014,156212,3.9,Automatic,Electric,3,4,7298
Hyundai,2007,210979,2.9,Manual,Diesel,4,3,1806
Toyota,2014,65653,3.0,Automatic,Gasoline,1,1,14437
BMW,2021,228607,4.4,Automatic,Diesel,2,4,9991
Ford,2012,197593,3.7,Manual,Diesel,4,2,7129
Chevrolet,2016,83315,4.6,Manual,Gasoline,1,10,17831
Toyota,2020,36075,4.6,Automatic,Electric,2,5,20856
Toyota,2002,166769,4.9,Manual,Gasoline,2,1,6113
Toyota,2005,190616,3.8,Automatic,Electric,1,8,8788
Hyundai,2004,14795,3.0,Automatic,Electric,1,10,17321
BMW,2021,69555,1.7,Manual,Diesel,3,2,18168
Hyundai,2016,188276,3.8,Manual,Gasoline,3,3,13856
BMW,2022,240068,2.2,Automatic,Diesel,4,3,9198
Hyundai,2001,205826,2.1,Manual,Gasoline,3,4,-40
Hyundai,2014,200932,2.0,Automatic,Gasoline,1,7,8003
Chevrolet,2004,108107,4.5,Manual,Diesel,3,9,9869
Ford,2019,56529,4.5,Automatic,Electric,2,3,21324
Hyundai,2005,147744,3.5,Manual,Electric,1,1,7241
Chevrolet,2005,190310,2.9,Automatic,Gasoline,4,10,8402
Honda,2017,232650,3.7,Automatic,Electric,2,1,9406
Ford,2017,172022,3.4,Manual,Diesel,2,6,10984
Hyundai,2003,16009,2.7,Automatic,Diesel,2,5,11453
Toyota,2016,183168,2.5,Automatic,Diesel,1,10,9653
Honda,2013,155616,2.5,Automatic,Gasoline,1,7,11881
Honda,2013,191800,3.4,Automatic,Gasoline,4,7,9299
Chevrolet,2012,34381,3.6,Automatic,Electric,3,3,16917
Honda,2006,132769,2.8,Manual,Diesel,3,7,9198
Ford,2011,161359,4.9,Automatic,Diesel,3,9,12810
Hyundai,2022,69610,1.3,Automatic,Gasoline,3,8,20235
Hyundai,2014,73122,2.4,Automatic,Gasoline,2,3,15215
Toyota,2018,73184,2.7,Manual,Gasoline,1,10,15622
Chevrolet,2010,176153,1.1,Manual,Diesel,3,5,5319
Toyota,2014,219709,2.5,Automatic,Diesel,2,8,6839
Honda,2011,181384,2.1,Automatic,Electric,1,2,5775
Toyota,2002,92228,3.0,Manual,Diesel,1,7,10664
Ford,2016,77943,2.3,Manual,Electric,1,10,15605
Hyundai,2002,218862,3.9,Automatic,Electric,2,10,3813
Honda,2018,85770,3.0,Manual,Diesel,3,7,17579
Toyota,2019,57726,1.5,Automatic,Electric,1,8,17831
Chevrolet,2003,158283,4.0,Automatic,Electric,2,1,6805
Ford,2002,165552,1.4,Automatic,Gasoline,1,8,8238
Ford,2015,52780,4.4,Manual,Diesel,4,1,19213
Toyota,2011,193210,4.7,Automatic,Electric,4,3,7498
Hyundai,2007,226454,2.3,Automatic,Electric,2,9,4510
Toyota,2016,47503,4.7,Manual,Electric,3,4,19436
Honda,2006,62893,4.2,Automatic,Diesel,3,10,10777
Toyota,2010,182265,4.7,Automatic,Gasoline,1,9,5218
Ford,2017,66358,3.7,Automatic,Gasoline,3,1,17765
Toyota,2000,85857,1.9,Manual,Diesel,3,8,6347
Hyundai,2002,214254,4.6,Manual,Diesel,4,3,1389
Chevrolet,2003,125457,1.7,Automatic,Diesel,2,7,5045
BMW,2012,158189,1.9,Manual,Diesel,4,2,8171
Toyota,2005,195128,2.1,Automatic,Gasoline,2,7,2877
Hyundai,2013,122928,2.2,Automatic,Electric,1,7,12296
Hyundai,2004,63706,3.1,Manual,Electric,4,9,11665
Chevrolet,2015,206501,3.9,Manual,Diesel,2,2,11372
Ford,2014,145548,4.7,Automatic,Diesel,3,8,16036
Hyundai,2014,87806,1.4,Manual,Electric,2,5,14298
Hyundai,2003,60006,4.8,Manual,Gasoline,3,10,11435
Hyundai,2007,92238,4.7,Manual,Diesel,1,9,13324
Hyundai,2015,205990,1.2,Automatic,Diesel,3,8,4490
Honda,2015,199227,2.4,Automatic,Gasoline,2,3,7788
Honda,2003,203393,4.3,Manual,Gasoline,4,3,-649
Ford,2012,50798,3.4,Automatic,Gasoline,2,10,15654
Toyota,2012,82271,4.1,Automatic,Diesel,4,8,14215
Hyundai,2001,35177,3.9,Manual,Gasoline,2,9,13423
Chevrolet,2002,232320,3.0,Automatic,Diesel,2,2,-850
Toyota,2021,133022,1.2,Manual,Diesel,1,3,14190
Chevrolet,2007,135156,3.3,Automatic,Gasoline,3,8,8585
Toyota,2014,87215,1.2,Automatic,Electric,2,2,11689
Ford,2010,48013,3.4,Manual,Gasoline,4,8,13761
Hyundai,2008,236973,4.2,Automatic,Electric,3,5,5951
Hyundai,2006,87600,3.3,Manual,Gasoline,1,6,10697
BMW,2012,101099,5.0,Automatic,Gasoline,3,10,13530
Chevrolet,2001,58450,2.8,Automatic,Diesel,2,4,9541
Toyota,2007,234700,4.0,Automatic,Diesel,4,3,5177
Toyota,2006,184000,3.7,Manual,Diesel,4,8,9855
Honda,2011,127640,5.0,Automatic,Diesel,3,9,12355
BMW,2018,97403,3.9,Automatic,Diesel,4,8,16554
Honda,2006,181454,1.7,Manual,Diesel,2,9,2444
Honda,2009,104290,4.8,Manual,Diesel,4,1,11790
Honda,2015,221110,3.7,Automatic,Electric,4,5,7023
Chevrolet,2002,136832,1.2,Manual,Electric,4,7,6766
Chevrolet,2009,29142,3.6,Manual,Diesel,2,8,16971
Ford,2005,115189,4.5,Manual,Electric,1,2,7787
Ford,2017,112532,3.3,Manual,Gasoline,4,4,13119
Honda,2017,153362,2.4,Automatic,Electric,1,7,11327
BMW,2004,207107,4.3,Manual,Diesel,3,5,7541
Toyota,2020,136436,4.1,Automatic,Electric,3,1,14657
Chevrolet,2006,61921,3.2,Automatic,Gasoline,2,2,11453
BMW,2001,24797,1.6,Automatic,Electric,2,5,12926
Hyundai,2010,242403,2.0,Manual,Diesel,2,6,4810
Chevrolet,2012,37535,4.0,Manual,Gasoline,2,1,13827
Chevrolet,2022,51300,4.2,Automatic,Gasoline,1,3,17772
Ford,2004,52176,2.1,Automatic,Electric,2,6,10779
Toyota,2005,21105,2.5,Manual,Gasoline,1,6,17647
Toyota,2013,144011,1.3,Manual,Gasoline,4,7,12510
Hyundai,2011,84472,3.9,Automatic,Gasoline,4,10,15429
Hyundai,2003,178101,1.0,Manual,Diesel,3,3,3965
Chevrolet,2022,151935,1.2,Manual,Gasoline,3,1,14924
Honda,2005,83097,1.0,Automatic,Electric,1,7,5274
Ford,2009,146519,3.6,Manual,Electric,2,3,9989
Ford,2017,101160,2.7,Manual,Gasoline,3,5,17768
Chevrolet,2014,51940,2.2,Automatic,Electric,1,4,19685
BMW,2007,246254,4.7,Manual,Gasoline,3,1,5498
Honda,2008,214019,1.8,Automatic,Electric,2,7,1581
Chevrolet,2004,90001,2.6,Manual,Gasoline,1,4,10142
Honda,2009,239824,4.8,Automatic,Gasoline,3,1,7018
Honda,2019,155714,2.7,Manual,Gasoline,2,6,15252
Honda,2005,232870,3.2,Automatic,Diesel,1,4,3769
Chevrolet,2015,231971,1.3,Manual,Electric,1,4,9821
Ford,2002,203715,4.2,Manual,Gasoline,1,2,4094
Ford,2009,12928,2.7,Manual,Diesel,4,1,15272
Honda,2010,53002,4.2,Automatic,Diesel,1,3,14825
BMW,2010,89853,2.0,Manual,Gasoline,3,10,12202
Toyota,2016,119614,2.7,Automatic,Gasoline,1,5,14278
Chevrolet,2003,122517,4.1,Manual,Gasoline,1,9,9118
Toyota,2003,161089,4.9,Manual,Gasoline,1,7,9110
BMW,2016,84064,1.2,Manual,Gasoline,1,4,9752
Chevrolet,2008,124694,4.2,Manual,Electric,1,8,10993
Honda,2018,149385,2.2,Manual,Gasoline,4,4,13665
Ford,2004,137631,3.2,Manual,Gasoline,2,6,7982
Toyota,2021,55893,2.2,Automatic,Electric,4,1,15957
Hyundai,2005,20167,3.5,Automatic,Diesel,3,6,15152
Hyundai,2002,216951,2.4,Manual,Electric,2,10,2151
BMW,2021,43598,2.3,Manual,Diesel,3,5,21148
Honda,2000,143595,1.2,Manual,Diesel,1,2,3873
Toyota,2019,54777,1.6,Manual,Electric,3,1,17610
Honda,2021,164511,4.7,Manual,Gasoline,4,6,16081
Toyota,2015,121378,5.0,Automatic,Diesel,4,2,15703
BMW,2022,86060,4.1,Manual,Gasoline,1,9,20773
BMW,2010,18285,2.1,Manual,Electric,1,9,18240
Hyundai,2012,147045,2.6,Automatic,Diesel,2,1,15828
Honda,2009,127970,4.0,Automatic,Gasoline,4,5,8953
Chevrolet,2002,27694,4.9,Automatic,Diesel,4,8,8514
Hyundai,2008,171846,2.8,Manual,Diesel,2,4,6052
Honda,2011,140374,4.3,Manual,Electric,4,3,9699
Hyundai,2022,158463,4.9,Manual,Gasoline,2,5,18659
Chevrolet,2013,9611,4.5,Manual,Gasoline,4,5,22503
Ford,2000,14372,1.9,Manual,Diesel,3,8,12112
Ford,2017,160384,1.0,Automatic,Gasoline,3,6,9952
Ford,2016,150152,3.0,Manual,Diesel,2,2,13657
